102010602,1020106,Gikumba 
102010603,1020106,Kamutamu 
102010604,1020106,Karama 
102010605,1020106,Kayenzi 
102010606,1020106,Kigara 
102010607,1020106,Kiriza 
102010608,1020106,Masizi 
102010609,1020106,Mbogo 
102010610,1020106,Nyampamo 
102010701,1020107,Akanyiramugarura 
102010702,1020107,Akigabiro 
102010703,1020107,Gishaka 
102010704,1020107,Kabuye 
102010705,1020107,Mpabwa 
102010706,1020107,Nyagasambu 
102010707,1020107,Urutarishonga 
102020101,1020201,Akamamana 
102020102,1020201,Akimihigo 
102020103,1020201,Bigega 
102020104,1020201,Busasamana 
102020105,1020201,Kingasire 
102020106,1020201,Kumuyange 
102020107,1020201,Muremera 
102020108,1020201,Nyagasozi 
102020109,1020201,Rugoro 
102020110,1020201,Rwesero 
102020111,1020201,Tetero 
102020201,1020202,Agakomeye 
102020202,1020202,Gashubi 
102020203,1020202,Gisiza 
102020204,1020202,Hanika 
102020205,1020202,Juru 
102020206,1020202,Kibaya 
102020207,1020202,Mpakabavu 
102020208,1020202,Musango 
102020209,1020202,Ndengo 
102020210,1020202,Nyakabande 
102020211,1020202,Nyakanunga 
102020212,1020202,Rubonobono 
102020213,1020202,Runyonza 
102020214,1020202,Rusoro 
102020215,1020202,Ruvumero 
102020216,1020202,Uwagatovu 
102020301,1020203,Agataramo 
102020302,1020203,Akamwunguzi 
102020303,1020203,Akarubimbura 
102020304,1020203,Akisoko 
102020305,1020203,Amarembo 
102020306,1020203,Amizero 
102020307,1020203,Bwiza 
102020308,1020203,Ihuriro 
102020309,1020203,Isangano 
102020310,1020203,Kanyonyomba 
102020311,1020203,Nyakariba 
102020312,1020203,Rwakarihejuru 
102030101,1020301,Bwimiyange 
102030102,1020301,Bwingeyo 
102030103,1020301,Gasagara 
102030104,1020301,Rugwiza 
102030201,1020302,Ntaganzwa 
102030202,1020302,Nyagasozi 
102030203,1020302,Nyagisozi 
102030204,1020302,Ruganda 
102030301,1020303,Gahinga 
102030302,1020303,Gasharu 
102030303,1020303,Kibobo 
102030304,1020303,Nombe 
102030401,1020304,Munini 
102030402,1020304,Mutokerezwa 
102030403,1020304,Rudakabukirwa 
102030404,1020304,Runyinya 
102030501,1020305,Kimisebeya 
102030502,1020305,Kivugiza 
102030503,1020305,Rugarama 
102030504,1020305,Twina 
102040101,1020401,Amajyambere 
102040102,1020401,Amarembo 
102040103,1020401,Byimana 
102040104,1020401,Gasave 
102040105,1020401,Gasharu 
102040106,1020401,Kagara 
102040107,1020401,Nyakariba 
102040108,1020401,Rwinyana 
102040201,1020402,Kanyinya 
102040202,1020402,Kumukenke 
102040203,1020402,Murambi 
102040204,1020402,Ntora 
102040205,1020402,Rukeri 
102040206,1020402,Umurava 
102050101,1020501,Akamatamu 
102050102,1020501,Cyeyere 
102050103,1020501,Murehe 
102050104,1020501,Nyacyonga 
102050105,1020501,Nyagasozi 
102050106,1020501,Nyarukurazo 
102050201,1020502,Agakenke 
102050202,1020502,Agatare 
102050203,1020502,Akinyana 
102050204,1020502,Gikingo 
102050205,1020502,Gitega 
102050206,1020502,Gitenga 
102050207,1020502,Nyakabingo 
102050208,1020502,Nyarurama 
102050209,1020502,Rugogwe 
102050210,1020502,Taba 
102050301,1020503,Amakawa 
102050302,1020503,Amasangano 
102050303,1020503,Buliza 
102050304,1020503,Ihuriro 
102050305,1020503,Kabeza 
102050306,1020503,Karuruma 
102050307,1020503,Murama 
102050308,1020503,Nyagasozi 
102050309,1020503,Rebero 
102050310,1020503,Rugarama 
102050311,1020503,Tetero 
102050401,1020504,Agasekabuye 
102050402,1020504,Agatare 
102050403,1020504,Amasangano 
102050404,1020504,Mubuga 
102050405,1020504,Nyamweru 
102050501,1020505,Agahama 
102050502,1020505,Agasharu 
102050503,1020505,Akabuga 
102050504,1020505,Jurwe 
102050505,1020505,Kiberinka 
102050506,1020505,Nyakirehe 
102050507,1020505,Nyarubuye 
102050508,1020505,Rubona 
102050509,1020505,Rwanyanza 
102050510,1020505,Uwanyange 
102060101,1020601,Bugarama 
102060102,1020601,Bukamba 
102060103,1020601,Byimana 
102060104,1020601,Kabizoza 
102060105,1020601,Kinunga 
102060106,1020601,Runyinya 
102060107,1020601,Rwankuba 
102060201,1020602,Akabande 
102060202,1020602,Gatare 
102060203,1020602,Nyamugali 
102060204,1020602,Nyarubuye 
102060301,1020603,Gahinga 
102060302,1020603,Gatare 
102060303,1020603,Umunyinya 
102060401,1020604,Agatwa 
102060402,1020604,Kabagina 
102060403,1020604,Kajevuba 
102060404,1020604,Kigarama 
102060405,1020604,Nyagasayo 
102060501,1020605,Byimana 
102060502,1020605,Kirehe 
102060503,1020605,Mataba 
102060504,1020605,Nyarurembo 
102060505,1020605,Rubona 
102060601,1020606,Bwocya 
102060602,1020606,Gitaba 
102060603,1020606,Karenge 
102060604,1020606,Rugina 
102060605,1020606,Ruhihi 
102060701,1020607,Agasharu 
102060702,1020607,Agatare 
102060703,1020607,Kabuga 
102060704,1020607,Urunyinya 
102070101,1020701,Amajyambere 
102070102,1020701,Bukinanyana 
102070103,1020701,Cyimana 
102070104,1020701,Gataba 
102070105,1020701,Itetero 
102070106,1020701,Kabare 
102070107,1020701,Kamuhire 
102070108,1020701,Karukamba 
102070109,1020701,Nyagacyamo 
102070110,1020701,Rwinzovu 
102070111,1020701,Urugwiro 
102070112,1020701,Uruhongore 
102070201,1020702,Agasaro 
102070202,1020702,Gasharu 
102070203,1020702,Inkingi 
102070204,1020702,Kanserege 
102070205,1020702,Kigugu 
102070206,1020702,Ruganwa 
102070207,1020702,Umuco 
102070208,1020702,Umutekano 
102070209,1020702,Urugero 
102070210,1020702,Urwibutso 
102070301,1020703,Amahoro 
102070302,1020703,Bwiza 
102070303,1020703,Ihuriro 
102070304,1020703,Ineza 
102070305,1020703,Inyange 
102070306,1020703,Iriba 
102070307,1020703,Kabagari 
102070308,1020703,Ubumwe 
102070309,1020703,Umutako 
102070310,1020703,Urukundo 
102070311,1020703,Virunga 
102080101,1020801,Inyamibwa 
102080102,1020801,Isangano 
102080103,1020801,Isano 
102080104,1020801,Ituze 
102080105,1020801,Izuba 
102080106,1020801,Juru 
102080107,1020801,Nyenyeri 
102080108,1020801,Umurava 
102080109,1020801,Urumuri 
102080201,1020802,Amahoro 
102080202,1020802,Amajyambere 
102080203,1020802,Imihigo 
102080204,1020802,Intambwe 
102080205,1020802,Mutara 
102080206,1020802,Rugarama 
102080207,1020802,Ubumwe 
102080208,1020802,Umutekano 
102080209,1020802,Urwego 
102080301,1020803,Gasange 
102080302,1020803,Gasasa 
102080303,1020803,Marembo 
102080304,1020803,Rebero 
102080305,1020803,Taba 
102090101,1020901,Abatuje 
102090102,1020901,Amariza 
102090103,1020901,Imanzi 
102090104,1020901,Imena 
102090105,1020901,Imitari 
102090106,1020901,Inganji 
102090107,1020901,Ingenzi 
102090108,1020901,Ingeri 
102090109,1020901,Inshuti 
102090110,1020901,Intashyo 
102090111,1020901,Intwari 
102090112,1020901,Inyamibwa 
102090113,1020901,Inyange 
102090114,1020901,Ubwiza 
102090115,1020901,Umwezi 
102090201,1020902,Akintwari 
102090202,1020902,Buranga 
102090203,1020902,Gasharu 
102090204,1020902,Ibuhoro 
102090205,1020902,Kageyo 
102090206,1020902,Kamahinda 
102090207,1020902,Karisimbi 
102090208,1020902,Karongi 
102090209,1020902,Nyirabwana 
102090210,1020902,Ramiro 
102090211,1020902,Rindiro 
102090212,1020902,Rugero 
102090213,1020902,Rukurazo 
102090214,1020902,Rumuri 
102090301,1020903,Bukinanyana 
102090302,1020903,Ibuhoro 
102090303,1020903,Ijabiro 
102090304,1020903,Isangano 
102090305,1020903,Itetero 
102090306,1020903,Urugwiro 
102100101,1021001,Agatare 
102100102,1021001,Akanyamugabo 
102100103,1021001,Akarambo 
102100104,1021001,Akaruvusha 
102100105,1021001,Bishikiri 
102100106,1021001,Cyeru 
102100107,1021001,Gacuriro 2020 
102100108,1021001,Kabuhunde Ii 
102100109,1021001,Kirira 
102100110,1021001,Urubanda 
102100111,1021001,Urugarama 
102100201,1021002,Agatare 
102100202,1021002,Gasharu 
102100203,1021002,Kami 
102100204,1021002,Rwankuba 
102100301,1021003,Dusenyi 
102100302,1021003,Gicikiza 
102100303,1021003,Giheka 
102100304,1021003,Kabuhunde I 
102100305,1021003,Kadobogo 
102100306,1021003,Kagarama 
102100307,1021003,Muhororo 
102100308,1021003,Nyakabungo 
102100309,1021003,Rukingu 
102100401,1021004,Binunga 
102100402,1021004,Ngaruyinka 
102100403,1021004,Rusenyi 
102100404,1021004,Taba 
102110101,1021101,Akarwasa 
102110102,1021101,Akasemuromba 
102110103,1021101,Bucyemba 
102110104,1021101,Gasharu 
102110105,1021101,Kagarama 
102110106,1021101,Ruhangare 
102110201,1021102,Ayabakora 
102110202,1021102,Cyaruzinge 
102110203,1021102,Gashure 
102110204,1021102,Gatare 
102110205,1021102,Gisura 
102110206,1021102,Karubibi 
102110207,1021102,Murindi 
102110301,1021103,Bahoze 
102110302,1021103,Berwa 
102110303,1021103,Buhoro 
102110304,1021103,Burunga 
102110305,1021103,Gitaraga 
102110306,1021103,Kira 
102110307,1021103,Nezerwa 
102110308,1021103,Rugazi 
102110309,1021103,Runyonza 
102110310,1021103,Tumurere 
102110311,1021103,Ururembo 
102110401,1021104,Byimana 
102110402,1021104,Kabeza 
102110403,1021104,Masoro 
102110404,1021104,Matwari 
